Subject ID	Accession	Description	Oligo 1 (FOR)	Oligo 2(REV)	Oligo 1(E-val)	Oligo 1(Query Percent)	Oligo 1(Start Location)	Oligo 1(End Location	Oligo 2(E-val)	Oligo 2(Query Percent)	Oligo 2(Start Location	Oligo 2(End Location
1907	D88472	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	4.02E+03	68.42	398	411
1904	D88469	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	2.33E+02	68.42	402	415
1905	D88470	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	4.02E+03	68.42	398	411
1902	D88467	Hepatitis C virus genomic RNA for core, env,and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	2.75E+03	77.27	373	391
1903	D88468	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	59.09	370	382
1900	D88465	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
1901	D88466	Hepatitis C virus genomic RNA for core, env and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
50127	AY576564	Hepatitis C virus isolate patient 4 clone 9 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
50126	AY576563	Hepatitis C virus isolate patient 4 clone 8 nonfunctional core protein gene, partial sequence.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	8	21	9.02E+00	71.43	331	345
280924	KM504109	Hepatitis C virus isolate 745291, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	8.69E+03	61.9	352	365
50124	AY576561	Hepatitis C virus isolate patient 4 clone 6 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
50123	AY576560	Hepatitis C virus isolate patient 4 clone 5 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
50122	AY576559	Hepatitis C virus isolate patient 4 clone 4 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	8	21	9.02E+00	71.43	331	345
50121	AY576558	Hepatitis C virus isolate patient 4 clone 3 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	8	21	9.02E+00	71.43	331	345
50120	AY576557	Hepatitis C virus isolate patient 4 clone 2 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
66542	DQ155451	Hepatitis C virus strain D12 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	2.33E+02	68.42	376	389
282493	KJ678765	Hepatitis C virus isolate GZ0545, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	373	387
168839	JX183549	Hepatitis C virus isolate KM35, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
70666	DQ640338	Hepatitis C virus strain Th22 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	5.78E-01	95.24	319	339
70667	DQ640339	Hepatitis C virus strain Th23 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.83E-01	95.45	345	366
70664	DQ640336	Hepatitis C virus strain Th6 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	59.09	353	366
70665	DQ640337	Hepatitis C virus strain Th19 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.83E-01	81.82	345	362
62786	AY576589	Hepatitis C virus isolate patient 3 clone 2 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	332	346
70668	DQ640340	Hepatitis C virus strain Th25 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	2.33E+02	68.42	373	386
70669	DQ640341	Hepatitis C virus strain Th26 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	2.33E+02	68.42	373	386
62787	AY576590	Hepatitis C virus isolate patient 3 clone 3 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
33353	AY232745	Hepatitis C virus clone MD2b8-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33352	AY232744	Hepatitis C virus clone MD2b8-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33351	AY232743	Hepatitis C virus clone MD2b7-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	5052	5060	4.02E+03	57.89	7835	7846
33350	AY232742	Hepatitis C virus clone MD2b7-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	5052	5060	4.02E+03	57.89	7835	7846
251899	JQ717258	Hepatitis C virus subtype 3a isolate ILBSRAS7, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	27	43	1.89E-01	94.74	396	414
33356	AY232748	Hepatitis C virus clone MD2b10-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	64.71	6201	6211	4.02E+03	57.89	7835	7846
33355	AY232747	Hepatitis C virus clone MD2b9-2 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
33354	AY232746	Hepatitis C virus clone MD2b9-1 polyprotein mRNA, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6203	6211	4.02E+03	57.89	7835	7846
251895	JQ717254	Hepatitis C virus subtype 3a isolate RASILBS3, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
251894	JN714194	Hepatitis C virus subtype 3a isolate RASILBS2-SR-PO polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	29	45	1.89E-01	94.74	398	416
33359	HPCCGAA	Hepatitis C virus subtype 1a, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
33358	HPCPLYPRE	Hepatitis C virus subtype 1a, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
251893	HQ738645	Hepatitis C virus isolate RASILBS1 subtype 3a polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
253917	KM587618	Hepatitis C virus isolate E polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
35676	EF632071	Hepatitis C virus isolate VT21, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	8.58E+03	47.37	8250	8258	2.75E+03	50	8863	8873
35674	EF632069	Hepatitis C virus isolate TV241, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	72.73	375	391
35675	EF632070	Hepatitis C virus isolate TV249, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	5.61E+01	73.68	397	411
62768	AY576571	Hepatitis C virus isolate patient 8 clone 7 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
62769	AY576572	Hepatitis C virus isolate patient 8 clone 8 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
172426	KC123844	Hepatitis C virus isolate V2522 NS3-4 protease gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	8.58E+03	47.37	320	328	1.09E+04	45.45	688	697
62765	AY576568	Hepatitis C virus isolate patient 8 clone 4 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	332	346
62766	AY576569	Hepatitis C virus isolate patient 8 clone 5 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
62767	AY576570	Hepatitis C virus isolate patient 8 clone 6 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
282473	KJ678745	Hepatitis C virus isolate BL37, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	2.33E+02	68.42	402	415
282472	KJ678744	Hepatitis C virus isolate BL120, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	2.33E+02	68.42	402	415
62762	AY576565	Hepatitis C virus isolate patient 8 clone 1 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
62763	AY576566	Hepatitis C virus isolate patient 8 clone 2 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
5951	AB154194	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 19.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5950	AB154193	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 18.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5953	AB154196	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 21.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5952	AB154195	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 20.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5955	AB154198	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 23.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5954	AB154197	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 22.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5957	AB154200	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 25.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5956	AB154199	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 24.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5959	AB154202	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 27.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5958	AB154201	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 26.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
223920	KM102769	Hepatitis C virus isolate Patient K polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	13	22	1.76E+02	59.09	369	381
223921	KM102770	Hepatitis C virus isolate Patient L polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	13	22	1.76E+02	59.09	369	381
36154	AB677532	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCV-M2777.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
33695	DQ835764	Hepatitis C virus subtype 6f isolate C-0046, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
36150	AB677528	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCV-M4430.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
172637	KC125173	Hepatitis C virus isolate V0166 NS3-4A protease gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	8.58E+03	47.37	320	328	2.20E+03	52.38	1631	1641
16034	AM910652	Hepatitis C virus subtype 1g complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	8.58E+03	47.37	493	501	1.09E+04	45.45	2532	2541
33693	DQ835762	Hepatitis C virus subtype 6i isolate C-0159, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	59.09	370	382
44332	AB828701	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_Q2.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
241566	KP666593	Hepatitis C virus clone 9055_09_5R_FC11 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
44330	AB828699	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_R.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
194999	KC197239	Hepatitis C virus isolate PTR9203 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	2	15	9.02E+00	71.43	325	339
253913	KM587614	Hepatitis C virus isolate A polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
33691	DQ835760	Hepatitis C virus subtype 6f isolate C-0044, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
241568	KP666595	Hepatitis C virus clone 9055_09_5R_FA7 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
241569	KP666596	Hepatitis C virus clone 9055_09_5R_GC4 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
253914	KM587615	Hepatitis C virus isolate B polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
253915	KM587616	Hepatitis C virus isolate C polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	9.02E+00	71.43	352	366
33696	DQ835765	Hepatitis C virus subtype 6m isolate C-0185, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
33697	DQ835766	Hepatitis C virus subtype 6m isolate C-0192, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
33694	DQ835763	Hepatitis C virus subtype 6m isolate C-0208, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	3.26E+00	84.21	393	409
6892	AB049092	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT145.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	4	12	9.02E+00	71.43	322	336
6895	AB049095	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT169.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	4	12	9.02E+00	71.43	322	336
6894	AB049094	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT161.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	19	28	9.02E+00	71.43	354	368
6897	AB049097	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT197.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	4	12	9.02E+00	71.43	322	336
6896	AB049096	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT191.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	4	12	9.02E+00	71.43	322	336
6899	AB049099	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT212.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
6898	AB049098	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCVT209.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	4	12	9.02E+00	71.43	322	336
38960	AB792683	Hepatitis C virus subtype 3a genomic RNA, complete genome, strain: HCV-TYMM.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
33698	DQ835767	Hepatitis C virus subtype 6m isolate B4/92, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
33699	DQ835768	Hepatitis C virus subtype 6n isolate D86/93, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
70671	DQ640343	Hepatitis C virus strain Th28 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	5.78E-01	95.24	319	339
20310	FN435993	Hepatitis C virus subtype 1b complete genome, isolate EU1, genomic RNA.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	354	368
204031	KF700370	Hepatitis C virus clone JFH1-AM120, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	9.68E+02	63.16	401	413
70672	DQ640344	Hepatitis C virus strain Th31 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	3.70E-02	95.24	319	339
241594	KP666621	Hepatitis C virus clone 10025_5R_2_1_D1 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
1279	AB191333	Hepatitis C virus genomic RNA, complete genome, strain:0.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
122711	AB047639	Hepatitis C virus (isolate JFH-1) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	9.68E+02	63.16	401	413
2042	D50409	Hepatitis C virus (isolate BEBE1) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.09E+04	45.45	923	932
135248	HCU05034	Hepatitis C virus isolate QC9 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.39E+02	70.59	1	12	1.89E-01	94.74	365	383
135247	HCU05033	Hepatitis C virus isolate QC8 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.39E+02	70.59	1	12	1.89E-01	94.74	365	383
135246	HCU05032	Hepatitis C virus isolate QC7 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.39E+02	70.59	1	12	1.89E-01	94.74	365	383
135242	HCU05028	Hepatitis C virus isolate QC3 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	52.94	4	12	9.02E+00	71.43	322	336
135241	HCU05026	Hepatitis C virus isolate QC14 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	8.59E+03	52.94	3	11	1.13E+01	68.18	341	355
1951	HPCCGS	Hepatitis C virus (isolate HC-G9) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
40647	FJ411253	Hepatitis C virus isolate 24 clone 1-2 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	2	18	9.02E+00	71.43	329	343
1885	D84265	Hepatitis C virus (isolate VN004) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
40648	FJ411254	Hepatitis C virus isolate 25 clone 1-2 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	2	18	9.02E+00	71.43	328	342
1883	D84263	Hepatitis C virus (isolate VN235) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	8.58E+03	47.37	978	986	1.09E+04	45.45	2539	2548
1882	D84262	Hepatitis C virus (isolate Th580) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	2.33E+02	68.42	402	415
8244	AJ238799	Hepatitis C virus type 1b complete genome, isolate Con1.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
8722	AJ851228	Hepatitis C virus gene for polyprotein, genomic RNA, isolate Equatorial Guinea.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	9.02E+00	71.43	326	340
70686	DQ640358	Hepatitis C virus strain Th48 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.76E+02	59.09	345	357
5945	AB154188	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 13.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
222875	KJ470614	Hepatitis C virus isolate QC09, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.25E+00	94.74	7	25	1.89E-01	94.74	394	412
222874	KJ470613	Hepatitis C virus isolate QC08, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.25E+00	94.74	7	25	1.89E-01	94.74	394	412
222877	KJ470616	Hepatitis C virus isolate QC34, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	3.52E+01	94.12	25	41	1.76E+02	59.09	371	383
222876	KJ470615	Hepatitis C virus isolate QC10, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.25E+00	94.74	7	25	1.89E-01	94.74	394	412
222873	KJ470612	Hepatitis C virus isolate QC07, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.25E+00	94.74	7	25	1.89E-01	94.74	394	412
66590	DQ155499	Hepatitis C virus strain D88 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	4.46E+01	90.91	345	366
259425	JF735134	Hepatitis C virus isolate QC253, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	29	42	9.02E+00	71.43	352	366
222879	KJ470618	Hepatitis C virus isolate NE145, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.25E+00	94.74	7	25	9.68E+02	63.16	400	412
77279	EU246931	Hepatitis C virus strain D42 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.13E+01	68.18	345	359
34558	AB661398	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.85.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34559	AB661399	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.86.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
23611	AB559564	Hepatitis C virus HCV gene for hepatitis C virus polyprotein, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
34550	AB661390	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.49.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34551	AB661391	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.53.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34552	AB661392	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.54.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
34553	AB661393	Hepatitis C virus subtype 2b gene for polyprotein, complete cds, isolated from patient No.55.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	5899	5907	4.02E+03	57.89	7531	7542
40649	FJ411255	Hepatitis C virus isolate 27 clone 1-3 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	2	18	9.02E+00	71.43	329	343
2037	HPCJK109B2	Hepatitis C virus isolate JK109 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	19	28	9.02E+00	71.43	354	368
1988	HPCCORE13	Hepatitis C virus gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
160817	JX178372	Hepatitis C virus clone 10012.10.TB5 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	592	600	4.02E+03	52.63	1448	1457
9836	AJ132996	Hepatitis C virus, complete genome, isolate HCV-AD78.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	9.02E+00	71.43	352	366
9837	AJ132997	Hepatitis C virus, complete genome, isolate HCV-AD78P1.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	9.02E+00	71.43	352	366
